cod_local,local,cod_variavel,variavel,cod_periodo,periodo,valor
2515708,Serra Grande - PB,214,Quantidade produzida,2023,2023,210
2515708,Serra Grande - PB,112,Rendimento médio da produção,2023,2023,42000
2515708,Serra Grande - PB,215,Valor da produção,2023,2023,34
2515807,Serra Redonda - PB,109,Área plantada,2023,2023,-
2515807,Serra Redonda - PB,216,Área colhida,2023,2023,-
2515807,Serra Redonda - PB,214,Quantidade produzida,2023,2023,-
2515807,Serra Redonda - PB,112,Rendimento médio da produção,2023,2023,-
2515807,Serra Redonda - PB,215,Valor da produção,2023,2023,-
2515906,Serraria - PB,109,Área plantada,2023,2023,270
2515906,Serraria - PB,216,Área colhida,2023,2023,270
2515906,Serraria - PB,214,Quantidade produzida,2023,2023,13500
2515906,Serraria - PB,112,Rendimento médio da produção,2023,2023,50000
2515906,Serraria - PB,215,Valor da produção,2023,2023,2295
2515930,Sertãozinho - PB,109,Área plantada,2023,2023,-
2515930,Sertãozinho - PB,216,Área colhida,2023,2023,-
2515930,Sertãozinho - PB,214,Quantidade produzida,2023,2023,-
2515930,Sertãozinho - PB,112,Rendimento médio da produção,2023,2023,-
2515930,Sertãozinho - PB,215,Valor da produção,2023,2023,-
2515971,Sobrado - PB,109,Área plantada,2023,2023,187
2515971,Sobrado - PB,216,Área colhida,2023,2023,187
2515971,Sobrado - PB,214,Quantidade produzida,2023,2023,12155
2515971,Sobrado - PB,112,Rendimento médio da produção,2023,2023,65000
2515971,Sobrado - PB,215,Valor da produção,2023,2023,1884
2516003,Solânea - PB,109,Área plantada,2023,2023,15
2516003,Solânea - PB,216,Área colhida,2023,2023,15
2516003,Solânea - PB,214,Quantidade produzida,2023,2023,750
2516003,Solânea - PB,112,Rendimento médio da produção,2023,2023,50000
2516003,Solânea - PB,215,Valor da produção,2023,2023,128
2516102,Soledade - PB,109,Área plantada,2023,2023,-
2516102,Soledade - PB,216,Área colhida,2023,2023,-
2516102,Soledade - PB,214,Quantidade produzida,2023,2023,-
2516102,Soledade - PB,112,Rendimento médio da produção,2023,2023,-
2516102,Soledade - PB,215,Valor da produção,2023,2023,-
2516151,Sossêgo - PB,109,Área plantada,2023,2023,-
2516151,Sossêgo - PB,216,Área colhida,2023,2023,-
2516151,Sossêgo - PB,214,Quantidade produzida,2023,2023,-
2516151,Sossêgo - PB,112,Rendimento médio da produção,2023,2023,-
2516151,Sossêgo - PB,215,Valor da produção,2023,2023,-
2516201,Sousa - PB,109,Área plantada,2023,2023,9
2516201,Sousa - PB,216,Área colhida,2023,2023,9
2516201,Sousa - PB,214,Quantidade produzida,2023,2023,360
2516201,Sousa - PB,112,Rendimento médio da produção,2023,2023,40000
2516201,Sousa - PB,215,Valor da produção,2023,2023,61
2516300,Sumé - PB,109,Área plantada,2023,2023,-
2516300,Sumé - PB,216,Área colhida,2023,2023,-
2516300,Sumé - PB,214,Quantidade produzida,2023,2023,-
2516300,Sumé - PB,112,Rendimento médio da produção,2023,2023,-
2516300,Sumé - PB,215,Valor da produção,2023,2023,-
2516409,Tacima - PB,109,Área plantada,2023,2023,-
2516409,Tacima - PB,216,Área colhida,2023,2023,-
2516409,Tacima - PB,214,Quantidade produzida,2023,2023,-
2516409,Tacima - PB,112,Rendimento médio da produção,2023,2023,-
2516409,Tacima - PB,215,Valor da produção,2023,2023,-
2516508,Taperoá - PB,109,Área plantada,2023,2023,5
2516508,Taperoá - PB,216,Área colhida,2023,2023,5
2516508,Taperoá - PB,214,Quantidade produzida,2023,2023,240
2516508,Taperoá - PB,112,Rendimento médio da produção,2023,2023,48000
2516508,Taperoá - PB,215,Valor da produção,2023,2023,36
2516607,Tavares - PB,109,Área plantada,2023,2023,10
2516607,Tavares - PB,216,Área colhida,2023,2023,10
2516607,Tavares - PB,214,Quantidade produzida,2023,2023,450
2516607,Tavares - PB,112,Rendimento médio da produção,2023,2023,45000
2516607,Tavares - PB,215,Valor da produção,2023,2023,72
2516706,Teixeira - PB,109,Área plantada,2023,2023,3
2516706,Teixeira - PB,216,Área colhida,2023,2023,3
2516706,Teixeira - PB,214,Quantidade produzida,2023,2023,144
2516706,Teixeira - PB,112,Rendimento médio da produção,2023,2023,48000
2516706,Teixeira - PB,215,Valor da produção,2023,2023,23
2516755,Tenório - PB,109,Área plantada,2023,2023,-
2516755,Tenório - PB,216,Área colhida,2023,2023,-
2516755,Tenório - PB,214,Quantidade produzida,2023,2023,-
2516755,Tenório - PB,112,Rendimento médio da produção,2023,2023,-
2516755,Tenório - PB,215,Valor da produção,2023,2023,-
2516805,Triunfo - PB,109,Área plantada,2023,2023,-
2516805,Triunfo - PB,216,Área colhida,2023,2023,-
2516805,Triunfo - PB,214,Quantidade produzida,2023,2023,-
2516805,Triunfo - PB,112,Rendimento médio da produção,2023,2023,-
2516805,Triunfo - PB,215,Valor da produção,2023,2023,-
2516904,Uiraúna - PB,109,Área plantada,2023,2023,5
2516904,Uiraúna - PB,216,Área colhida,2023,2023,5
2516904,Uiraúna - PB,214,Quantidade produzida,2023,2023,175
2516904,Uiraúna - PB,112,Rendimento médio da produção,2023,2023,35000
2516904,Uiraúna - PB,215,Valor da produção,2023,2023,31
2517001,Umbuzeiro - PB,109,Área plantada,2023,2023,-
2517001,Umbuzeiro - PB,216,Área colhida,2023,2023,-
2517001,Umbuzeiro - PB,214,Quantidade produzida,2023,2023,-
2517001,Umbuzeiro - PB,112,Rendimento médio da produção,2023,2023,-
2517001,Umbuzeiro - PB,215,Valor da produção,2023,2023,-
2517100,Várzea - PB,109,Área plantada,2023,2023,-
2517100,Várzea - PB,216,Área colhida,2023,2023,-
2517100,Várzea - PB,214,Quantidade produzida,2023,2023,-
2517100,Várzea - PB,112,Rendimento médio da produção,2023,2023,-
2517100,Várzea - PB,215,Valor da produção,2023,2023,-
2517209,Vieirópolis - PB,109,Área plantada,2023,2023,-
2517209,Vieirópolis - PB,216,Área colhida,2023,2023,-
2517209,Vieirópolis - PB,214,Quantidade produzida,2023,2023,-
2517209,Vieirópolis - PB,112,Rendimento médio da produção,2023,2023,-
2517209,Vieirópolis - PB,215,Valor da produção,2023,2023,-
2517407,Zabelê - PB,109,Área plantada,2023,2023,-
2517407,Zabelê - PB,216,Área colhida,2023,2023,-
2517407,Zabelê - PB,214,Quantidade produzida,2023,2023,-
2517407,Zabelê - PB,112,Rendimento médio da produção,2023,2023,-
2517407,Zabelê - PB,215,Valor da produção,2023,2023,-
